ToiletID,URL,Name,Address1,Town,State,Postcode,AddressNote,Male,Female,Unisex,DumpPoint,FacilityType,ToiletType,AccessLimited,PaymentRequired,KeyRequired,AccessNote,Parking,ParkingNote,AccessibleMale,AccessibleFemale,AccessibleUnisex,AccessibleNote,MLAK,ParkingAccessible,AccessibleParkingNote,Ambulant,LHTransfer,RHTransfer,AdultChange,IsOpen,OpeningHoursSchedule,OpeningHoursNote,BabyChange,Showers,DrinkingWater,SharpsDisposal,SanitaryDisposal,IconURL,IconAltText,Notes,Status,Latitude,Longitude
167,https://toiletmap.gov.au/toilet/167,Lions Park,North Road,Tom Price,Western Australia,6751,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,7am-6pm,24 Hours - Monday to Sunday,FALSE,FALSE,FALSE,TRUE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-22.68820954,117.7922808
168,https://toiletmap.gov.au/toilet/168,Clem Thompson Memorial Oval,Jacaranda Drive,Tom Price,Western Australia,6751,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,TRUE,,TRUE,,TRUE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,Variable,,Facilities are only open for sporting events,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-22.6945925,117.7986638
170,https://toiletmap.gov.au/toilet/170,Tjiluna Oval,Willow Road,Tom Price,Western Australia,6751,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,,Facilities are only open during sporting fixtures,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-22.69649856,117.7964253
171,https://toiletmap.gov.au/toilet/171,Area W Oval,Tanunda Street,Tom Price,Western Australia,6751,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,,Facilities are only open during sporting fixtures,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-22.68202608,117.7817311
172,https://toiletmap.gov.au/toilet/172,Shopping Centre,Mininer Lane,Paraburdoo,Western Australia,6754,,TRUE,TRUE,FALSE,FALSE,Shopping centre,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,7am-6pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-23.20013251,117.671459
174,https://toiletmap.gov.au/toilet/174,Peter Sutherland Oval,Fortescue Road,Paraburdoo,Western Australia,6754,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,7am-6pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-23.19729563,117.6699297
177,https://toiletmap.gov.au/toilet/177,Churchill Street,Churchill Street,Narembeen,Western Australia,6369,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-32.0655575,118.3945161
178,https://toiletmap.gov.au/toilet/178,Apex Park,Currall Street,Narembeen,Western Australia,6369,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-32.06407649,118.39591
179,https://toiletmap.gov.au/toilet/179,Chinatown,Carnarvon Street,Bilingurr,Western Australia,6725,,FALSE,FALSE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,6:30am-6:30pm,,FALSE,FALSE,FALSE,TRUE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-17.95478523,122.2428275
182,https://toiletmap.gov.au/toilet/182,Town Beach,Robinson Street,Bilingurr,Western Australia,6725,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,Variable,6:30am-7pm,"Toilet is open everyday of the year, on event evenings it will close at 11:00PM",FALSE,FALSE,TRUE,TRUE,TRUE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-17.97137163,122.2351442
183,https://toiletmap.gov.au/toilet/183,Cable Beach,Cable Beach Road West,Cable Beach,Western Australia,6726,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,Variable,6:30am-7pm,Toilets are open everyday of the year,FALSE,TRUE,TRUE,TRUE,TRUE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-17.92959276,122.2107098
184,https://toiletmap.gov.au/toilet/184,Gantheaume Point,Gantheaume Point Road,Minyirr,Western Australia,6725,,FALSE,FALSE,TRUE,FALSE,Park or reserve,Septic,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,7am-7pm,,FALSE,FALSE,FALSE,TRUE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-17.97451939,122.1819132
185,https://toiletmap.gov.au/toilet/185,Adventure Bay Foreshore,Adventure Bay Road,Adventure Bay,Tasmania,7150,,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.36687182,147.3347753
186,https://toiletmap.gov.au/toilet/186,Alonnah Service Centre,Bruny Island Main Road,Alonnah,Tasmania,7150,,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.31649985,147.2434066
187,https://toiletmap.gov.au/toilet/187,Blackmans Bay Foreshore,Ocean Esplanade,Blackmans Bay,Tasmania,7052,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,DaylightHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.00264749,147.3247382
188,https://toiletmap.gov.au/toilet/188,Browns River,Walking Track,Kingston Beach,Tasmania,7050,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-42.97649622,147.3283973
189,https://toiletmap.gov.au/toilet/189,Coningham Beach,Conningham Road,Coningham,Tasmania,7054,,TRUE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,"Toilets are located on the foreshore, access via walking along Coningham Beach or down a series of steps only",FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.07949752,147.2854004
190,https://toiletmap.gov.au/toilet/190,Dennes Point,Nebraska Road,Dennes Point,Tasmania,7150,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.06827702,147.3498219
191,https://toiletmap.gov.au/toilet/191,Dru Point Reserve,Dru Point Road,Margate,Tasmania,7054,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,DaylightHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.02649722,147.2773993
192,https://toiletmap.gov.au/toilet/192,Ferguson Road,Tinderbox Road East E,Tinderbox,Tasmania,7054,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.05749682,147.3293992
194,https://toiletmap.gov.au/toilet/194,Gordon Oval,Channel Highway,Gordon,Tasmania,7150,,FALSE,FALSE,TRUE,TRUE,Park or reserve,Septic,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.26149944,147.2424053
195,https://toiletmap.gov.au/toilet/195,Kettering Oval,Channel Highway,Kettering,Tasmania,7155,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.12549834,147.2474021
197,https://toiletmap.gov.au/toilet/197,Margate Oval,Channel Highway,Margate,Tasmania,7054,,TRUE,TRUE,FALSE,FALSE,Sporting facility,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,Located at the rear of the Margate Hall,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.02949741,147.2633996
198,https://toiletmap.gov.au/toilet/198,Middleton Foreshore,Esplanade Road,Middleton,Tasmania,7163,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.23263386,147.2577732
199,https://toiletmap.gov.au/toilet/199,Osborne Esplanade,Osborne Esplanade,Kingston Beach,Tasmania,7050,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-42.98049628,147.3253975
201,https://toiletmap.gov.au/toilet/201,Lunawanna Hall,Lighthouse Road,Lunawanna,Tasmania,7150,Located at the rear,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.36450039,147.2294079
203,https://toiletmap.gov.au/toilet/203,Silverwater Park,Channel Highway,Woodbridge,Tasmania,7162,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.16249872,147.2394031
204,https://toiletmap.gov.au/toilet/204,Snug Foreshore,Beach Road,Snug,Tasmania,7054,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-43.06349768,147.2624004
205,https://toiletmap.gov.au/toilet/205,Taroona Beach,Niree Parade,Taroona,Tasmania,7053,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-42.95194387,147.3517597
206,https://toiletmap.gov.au/toilet/206,Trial Bay,Channel Highway,Kettering,Tasmania,7155,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.13249833,147.2524022
207,https://toiletmap.gov.au/toilet/207,Woodbridge Hall,Channel Highway,Woodbridge,Tasmania,7162,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-43.15949869,147.239403
209,https://toiletmap.gov.au/toilet/209,Sandfly Hall,Sandfly Road,Longley,Tasmania,7150,,FALSE,FALSE,TRUE,FALSE,Other,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-42.9844979,147.1953998
210,https://toiletmap.gov.au/toilet/210,Wharf Area,Edward Street,Currie,Tasmania,7256,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-39.92878924,143.845731
211,https://toiletmap.gov.au/toilet/211,Recreation Ground,,Currie,Tasmania,7256,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-39.93338501,143.8487447
212,https://toiletmap.gov.au/toilet/212,Huxley Street,Huxley Street,Currie,Tasmania,7256,,TRUE,TRUE,FALSE,FALSE,Other,Sewerage,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,TRUE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-39.92967156,143.8505652
213,https://toiletmap.gov.au/toilet/213,Naracoopa,Fraser Road,Naracoopa,Tasmania,7256,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-39.91659952,144.1168393
214,https://toiletmap.gov.au/toilet/214,Pennys Lagoon,,Yambacoona,Tasmania,7256,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Compost,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-39.65581764,144.0802126
216,https://toiletmap.gov.au/toilet/216,Esplanade,Esplanade,Strahan,Tasmania,7468,Toilets are located in the carpark,TRUE,TRUE,FALSE,FALSE,Car park,Sewerage,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,FALSE,Hots showers,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,TRUE,FALSE,FALSE,TRUE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-42.15515834,145.3259068
219,https://toiletmap.gov.au/toilet/219,Sticht Street,Sticht Street,Queenstown,Tasmania,7467,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-42.08079925,145.5559733
220,https://toiletmap.gov.au/toilet/220,Victoria Street,Victoria Street,Tullah,Tasmania,7321,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,DaylightHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-41.73807827,145.617007
221,https://toiletmap.gov.au/toilet/221,Murchison Highway,Murchison Highway,Tullah,Tasmania,7321,"Next to the Wee Georgie Wood Station, 20 meters from the highway",TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-41.73030161,145.6236811
222,https://toiletmap.gov.au/toilet/222,Agnes St Rosebery,Agnes Street,Rosebery,Tasmania,7470,,TRUE,TRUE,FALSE,FALSE,Car park,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,DaylightHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-41.779581,145.539552
223,https://toiletmap.gov.au/toilet/223,Howards Park Zeehan,121 MAIN ST,Zeehan,Tasmania,7469,,FALSE,FALSE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,7am-6pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-41.8832,145.33617
226,https://toiletmap.gov.au/toilet/226,Purkiss Reserve,Ambrose Street,Tennant Creek,Northern Territory,860,,TRUE,TRUE,FALSE,FALSE,Park or reserve,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,6:30am-7pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-19.64425881,134.1930998
227,https://toiletmap.gov.au/toilet/227,Swimming Pool,Ambrose Street,Tennant Creek,Northern Territory,860,,TRUE,TRUE,FALSE,FALSE,Sporting facility,Sewerage,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,Sep-Apr 10am-6pm,Please note toilet is only open to users of the sports facilities,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-19.64513876,134.1940042
229,https://toiletmap.gov.au/toilet/229,Public Library,Peko Road,Tennant Creek,Northern Territory,860,,TRUE,TRUE,FALSE,FALSE,Other,Sewerage,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,Mon-Fri 10am-6pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-19.64667868,134.1960574
231,https://toiletmap.gov.au/toilet/231,Mary Ann Dam,Stuart Highway,Tennant Creek,Northern Territory,860,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-19.6063735,134.1996433
232,https://toiletmap.gov.au/toilet/232,Endeavour Square,Chesterfield Circuit,Nhulunbuy,Northern Territory,880,,TRUE,TRUE,FALSE,FALSE,Other,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,Mon-Fri 7am-6pm; Sat 7am-4pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-12.18407951,136.7864346
233,https://toiletmap.gov.au/toilet/233,Swim Pool,Mirimina Street,Nhulunbuy,Northern Territory,880,,TRUE,TRUE,FALSE,FALSE,Sporting facility,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,Variable,Wed-Mon 9am-5pm,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-12.18451239,136.787983
234,https://toiletmap.gov.au/toilet/234,Karatta Road,Karatta Road,Robe,South Australia,5276,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-37.16119467,139.7502435
236,https://toiletmap.gov.au/toilet/236,Lakeside Terrace,Lakeside Terrace,Robe,South Australia,5276,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Septic,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",Shower available.,Verified,-37.16993727,139.7689301
237,https://toiletmap.gov.au/toilet/237,Esplanade,Esplanade,Robe,South Australia,5276,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Sewerage,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-37.16469457,139.7819826
238,https://toiletmap.gov.au/toilet/238,Lipson Park,Lipson Park,Robe,South Australia,5276,,FALSE,FALSE,TRUE,FALSE,Park or reserve,Septic,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mf.png,"Male and Female, or Unisex",,Verified,-37.16361596,139.7515847
240,https://toiletmap.gov.au/toilet/240,Mundy Terrace,Mundy Terrace,Robe,South Australia,5276,,TRUE,TRUE,FALSE,FALSE,Park or reserve,Septic,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,TRUE,TRUE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-37.16266636,139.7571868
242,https://toiletmap.gov.au/toilet/242,Railway Terrace,Railway Terrace,Karoonda,South Australia,5307,,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,AllHours,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://toiletmap.gov.au/images/icons/mfa.png,"Male and Female, or Unisex (Accessible)",,Verified,-35.09470535,139.8966995
